,Roll,Eng,Math,Sci,Total,Avg,Grade
810211,1010763,99,94,95,288,96.0,A+
810216,190286,92,98,84,274,91.33333333333333,A+
810267,306155,97,99,93,289,96.33333333333333,A+
810326,574669,95,91,100,286,95.33333333333333,A+
810362,684496,92,95,92,279,93.0,A+
810381,1046983,94,82,97,273,91.0,A+
810686,752961,100,97,83,280,93.33333333333333,A+
810803,512072,88,92,100,280,93.33333333333333,A+
811108,708518,93,99,97,289,96.33333333333333,A+
811118,326288,95,92,86,273,91.0,A+
811251,197893,91,95,94,280,93.33333333333333,A+
811389,950502,91,92,92,275,91.66666666666667,A+
811434,126327,85,98,98,281,93.66666666666667,A+
811480,419321,84,98,91,273,91.0,A+
811547,630203,100,81,96,277,92.33333333333333,A+
811699,904640,95,98,89,282,94.0,A+
811740,889276,86,100,96,282,94.0,A+
812087,603496,85,91,99,275,91.66666666666667,A+
812577,938378,82,89,100,271,90.33333333333333,A+
812628,1024305,90,97,86,273,91.0,A+
812953,92259,87,100,83,270,90.0,A+
813234,296966,96,92,94,282,94.0,A+
813525,612692,95,97,95,287,95.66666666666667,A+
813616,799484,80,100,97,277,92.33333333333333,A+
813674,862226,96,99,91,286,95.33333333333333,A+
813745,925251,82,88,100,270,90.0,A+
814109,97041,87,100,100,287,95.66666666666667,A+
814229,468992,97,84,94,275,91.66666666666667,A+
814642,811645,98,100,100,298,99.33333333333333,A+
814908,109562,99,81,98,278,92.66666666666667,A+
815106,605782,96,99,85,280,93.33333333333333,A+
815110,1041419,99,99,98,296,98.66666666666667,A+
815482,211472,90,95,96,281,93.66666666666667,A+
815597,82446,94,92,90,276,92.0,A+
815665,496188,81,96,97,274,91.33333333333333,A+
815898,776098,97,91,99,287,95.66666666666667,A+
815963,1021230,82,100,97,279,93.0,A+
815967,528775,99,100,83,282,94.0,A+
816066,635234,100,85,90,275,91.66666666666667,A+
816136,92424,93,88,91,272,90.66666666666667,A+
816148,80062,92,84,99,275,91.66666666666667,A+
816189,757266,94,78,99,271,90.33333333333333,A+
816725,410908,100,88,95,283,94.33333333333333,A+
817378,24845,88,96,89,273,91.0,A+
817509,2125,98,96,99,293,97.66666666666667,A+
817590,341819,78,99,97,274,91.33333333333333,A+
817861,116899,93,91,98,282,94.0,A+
817935,672378,92,91,98,281,93.66666666666667,A+
818261,805244,95,89,100,284,94.66666666666667,A+
818887,316378,96,95,93,284,94.66666666666667,A+
819495,110192,84,92,95,271,90.33333333333333,A+
819499,756484,91,100,99,290,96.66666666666667,A+
819748,397427,91,87,97,275,91.66666666666667,A+
819846,803219,88,94,91,273,91.0,A+
820192,713091,100,94,87,281,93.66666666666667,A+
820430,508862,81,98,95,274,91.33333333333333,A+
820588,670073,84,95,97,276,92.0,A+
820631,917486,94,98,97,289,96.33333333333333,A+
820683,622206,76,95,100,271,90.33333333333333,A+
820820,789297,98,95,87,280,93.33333333333333,A+
820982,907838,84,93,99,276,92.0,A+
821045,929769,100,89,99,288,96.0,A+
821146,149322,90,85,95,270,90.0,A+
821230,659752,94,100,93,287,95.66666666666667,A+
821233,64856,96,96,99,291,97.0,A+
821530,998785,98,91,97,286,95.33333333333333,A+
821555,20969,96,90,94,280,93.33333333333333,A+
821640,244672,90,97,100,287,95.66666666666667,A+
822453,980289,92,100,84,276,92.0,A+
822686,282615,88,95,87,270,90.0,A+
822833,872443,85,95,93,273,91.0,A+
822897,663615,100,86,84,270,90.0,A+
823044,544024,97,96,97,290,96.66666666666667,A+
823152,688928,100,89,86,275,91.66666666666667,A+
823555,143294,92,94,94,280,93.33333333333333,A+
823694,99418,95,98,89,282,94.0,A+
824016,194927,99,91,82,272,90.66666666666667,A+
824187,685089,92,94,90,276,92.0,A+
824425,663231,84,96,95,275,91.66666666666667,A+
824722,961147,98,85,96,279,93.0,A+
824785,983445,88,83,99,270,90.0,A+
825541,394883,92,91,96,279,93.0,A+
825727,577401,97,99,91,287,95.66666666666667,A+
825748,668917,75,98,98,271,90.33333333333333,A+
825813,490580,99,96,79,274,91.33333333333333,A+
825876,136862,99,82,98,279,93.0,A+
825925,545179,98,98,78,274,91.33333333333333,A+
826060,228615,98,93,82,273,91.0,A+
826067,563186,88,98,100,286,95.33333333333333,A+
826393,316714,77,95,98,270,90.0,A+
826509,299448,89,100,90,279,93.0,A+
826561,19605,87,93,91,271,90.33333333333333,A+
826621,966814,93,100,84,277,92.33333333333333,A+
826816,971865,90,91,93,274,91.33333333333333,A+
826872,842434,97,100,79,276,92.0,A+
826908,259712,80,98,93,271,90.33333333333333,A+
826913,421131,98,83,94,275,91.66666666666667,A+
826970,230982,97,87,94,278,92.66666666666667,A+
827275,238906,81,97,95,273,91.0,A+
827560,10874,95,85,91,271,90.33333333333333,A+
827599,366262,94,95,84,273,91.0,A+
827803,845810,95,91,96,282,94.0,A+
827972,935388,92,93,94,279,93.0,A+
828165,173479,81,91,98,270,90.0,A+
828444,964192,100,91,93,284,94.66666666666667,A+
828516,16615,98,98,85,281,93.66666666666667,A+
828625,70022,88,100,92,280,93.33333333333333,A+
828775,1009491,88,87,95,270,90.0,A+
828815,303202,93,82,99,274,91.33333333333333,A+
828871,362442,98,77,97,272,90.66666666666667,A+
829107,473088,92,99,92,283,94.33333333333333,A+
829134,955742,92,95,90,277,92.33333333333333,A+
829168,723320,92,100,88,280,93.33333333333333,A+
830156,627207,86,97,98,281,93.66666666666667,A+
830856,698112,92,96,88,276,92.0,A+
831012,856626,93,87,93,273,91.0,A+
831024,741436,99,93,87,279,93.0,A+
832271,459258,98,89,90,277,92.33333333333333,A+
832483,63548,100,77,100,277,92.33333333333333,A+
832664,557781,97,98,89,284,94.66666666666667,A+
833023,234369,89,93,94,276,92.0,A+
833670,4980,88,94,89,271,90.33333333333333,A+
833974,699194,100,92,99,291,97.0,A+
834033,934519,93,96,84,273,91.0,A+
834137,419278,90,86,95,271,90.33333333333333,A+
834313,1039113,99,97,74,270,90.0,A+
834712,812372,89,100,96,285,95.0,A+
834756,830372,93,84,93,270,90.0,A+
835041,286663,95,88,88,271,90.33333333333333,A+
835271,620505,86,98,91,275,91.66666666666667,A+
835552,605251,87,98,98,283,94.33333333333333,A+
835601,626810,98,76,99,273,91.0,A+
835710,662253,99,85,98,282,94.0,A+
835774,621281,95,99,76,270,90.0,A+
836010,195447,83,99,97,279,93.0,A+
836379,661323,94,100,82,276,92.0,A+
836477,866054,86,94,93,273,91.0,A+
836737,607697,95,95,95,285,95.0,A+
836801,218901,81,95,99,275,91.66666666666667,A+
836847,1002760,81,97,97,275,91.66666666666667,A+
836931,439393,99,88,90,277,92.33333333333333,A+
836978,885857,95,97,82,274,91.33333333333333,A+
837210,775878,79,93,100,272,90.66666666666667,A+
837465,542110,99,100,87,286,95.33333333333333,A+
837591,536754,80,99,93,272,90.66666666666667,A+
837654,871752,95,95,90,280,93.33333333333333,A+
837899,611090,96,100,91,287,95.66666666666667,A+
838432,343879,86,95,100,281,93.66666666666667,A+
838834,764229,98,91,82,271,90.33333333333333,A+
839013,939404,85,100,85,270,90.0,A+
839555,205670,97,84,92,273,91.0,A+
839603,448528,88,84,99,271,90.33333333333333,A+
840325,419743,92,95,96,283,94.33333333333333,A+
840367,716228,83,100,91,274,91.33333333333333,A+
840889,503316,90,97,88,275,91.66666666666667,A+
840909,942651,92,95,84,271,90.33333333333333,A+
841046,900684,84,95,91,270,90.0,A+
841261,410449,91,89,95,275,91.66666666666667,A+
842425,745588,90,97,94,281,93.66666666666667,A+
842497,515001,87,89,95,271,90.33333333333333,A+
842515,311382,95,92,92,279,93.0,A+
843112,327542,94,89,90,273,91.0,A+
843523,172446,100,91,93,284,94.66666666666667,A+
843533,146400,100,88,97,285,95.0,A+
843627,278984,80,100,95,275,91.66666666666667,A+
843774,508165,81,99,95,275,91.66666666666667,A+
843806,731263,88,86,99,273,91.0,A+
843905,488337,82,99,89,270,90.0,A+
844088,537287,97,95,97,289,96.33333333333333,A+
844118,173069,91,92,87,270,90.0,A+
844178,620603,92,87,91,270,90.0,A+
844388,247367,99,97,74,270,90.0,A+
844814,66274,77,95,98,270,90.0,A+
845030,951137,100,92,80,272,90.66666666666667,A+
845053,820510,97,98,93,288,96.0,A+
845060,782840,98,95,78,271,90.33333333333333,A+
845163,12072,97,94,86,277,92.33333333333333,A+
845238,289531,96,93,95,284,94.66666666666667,A+
845243,409893,91,90,91,272,90.66666666666667,A+
845475,939655,94,100,80,274,91.33333333333333,A+
846031,302902,96,94,93,283,94.33333333333333,A+
846226,515771,96,86,100,282,94.0,A+
846580,385284,85,97,91,273,91.0,A+
846976,321397,78,99,93,270,90.0,A+
847243,516890,80,97,93,270,90.0,A+
847271,110712,99,79,100,278,92.66666666666667,A+
848002,242367,97,91,94,282,94.0,A+
848158,828751,98,100,74,272,90.66666666666667,A+
848322,960450,98,86,96,280,93.33333333333333,A+
848444,355306,96,99,91,286,95.33333333333333,A+
848523,315626,99,74,97,270,90.0,A+
848629,56614,87,98,100,285,95.0,A+
848750,391936,97,74,99,270,90.0,A+
848782,961018,93,99,82,274,91.33333333333333,A+
848954,1028811,91,100,90,281,93.66666666666667,A+
848984,989632,97,85,92,274,91.33333333333333,A+
849233,327438,94,90,88,272,90.66666666666667,A+
849812,166998,100,90,91,281,93.66666666666667,A+
850080,174720,93,100,84,277,92.33333333333333,A+
850331,729459,98,90,88,276,92.0,A+
851262,916361,92,91,90,273,91.0,A+
851273,488685,82,99,89,270,90.0,A+
851332,1028384,96,88,100,284,94.66666666666667,A+
851424,766883,90,97,88,275,91.66666666666667,A+
851485,607280,95,97,86,278,92.66666666666667,A+
851586,486942,98,90,84,272,90.66666666666667,A+
851644,143954,92,92,100,284,94.66666666666667,A+
851839,891097,95,99,80,274,91.33333333333333,A+
851967,847137,95,91,88,274,91.33333333333333,A+
852267,480004,100,97,100,297,99.0,A+
852552,732539,100,98,79,277,92.33333333333333,A+
852691,227955,99,95,76,270,90.0,A+
853196,542759,80,99,99,278,92.66666666666667,A+
853404,576600,97,100,89,286,95.33333333333333,A+
853428,197024,92,99,84,275,91.66666666666667,A+
853506,911414,95,100,82,277,92.33333333333333,A+
853671,1030279,99,96,95,290,96.66666666666667,A+
854002,183402,98,87,86,271,90.33333333333333,A+
854289,519690,97,93,86,276,92.0,A+
854582,675618,90,86,99,275,91.66666666666667,A+
855189,455168,97,84,94,275,91.66666666666667,A+
855388,922500,83,93,95,271,90.33333333333333,A+
855410,974561,92,98,90,280,93.33333333333333,A+
856024,246873,98,93,99,290,96.66666666666667,A+
856134,944767,97,79,95,271,90.33333333333333,A+
857015,315681,96,96,93,285,95.0,A+
857055,830415,87,96,89,272,90.66666666666667,A+
857098,779173,90,99,92,281,93.66666666666667,A+
857224,77616,99,77,98,274,91.33333333333333,A+
857403,282205,98,97,76,271,90.33333333333333,A+
857536,772569,97,89,86,272,90.66666666666667,A+
857580,525089,95,83,95,273,91.0,A+
857987,308197,93,85,100,278,92.66666666666667,A+
858098,858473,77,94,100,271,90.33333333333333,A+
858142,531967,95,84,91,270,90.0,A+
858272,160896,94,100,84,278,92.66666666666667,A+
858344,909837,86,100,96,282,94.0,A+
858360,949554,98,83,92,273,91.0,A+
858552,48751,86,91,93,270,90.0,A+
858585,341574,78,99,99,276,92.0,A+
858776,821940,97,98,87,282,94.0,A+
858829,233116,90,96,90,276,92.0,A+
859246,755536,98,91,99,288,96.0,A+
859266,964222,91,93,90,274,91.33333333333333,A+
859292,218760,96,84,98,278,92.66666666666667,A+
859379,518852,97,93,91,281,93.66666666666667,A+
859557,739089,82,97,95,274,91.33333333333333,A+
859571,643568,90,83,97,270,90.0,A+
859677,869936,87,100,86,273,91.0,A+
859681,587019,93,85,93,271,90.33333333333333,A+
859711,488997,97,86,90,273,91.0,A+
859996,389924,92,90,89,271,90.33333333333333,A+
860310,494513,96,86,100,282,94.0,A+
860473,251996,96,87,96,279,93.0,A+
860586,264567,81,100,97,278,92.66666666666667,A+
860724,123912,84,93,93,270,90.0,A+
861552,261632,88,93,100,281,93.66666666666667,A+
861564,533550,97,94,80,271,90.33333333333333,A+
861593,204354,92,98,82,272,90.66666666666667,A+
861710,388738,92,90,94,276,92.0,A+
861900,701639,100,92,78,270,90.0,A+
862043,218735,91,97,86,274,91.33333333333333,A+
862153,542997,86,89,95,270,90.0,A+
863127,237903,91,99,86,276,92.0,A+
863260,723168,74,100,98,272,90.66666666666667,A+
863358,501421,88,89,93,270,90.0,A+
863514,555714,96,92,84,272,90.66666666666667,A+
863611,772289,81,98,99,278,92.66666666666667,A+
863948,900935,94,94,86,274,91.33333333333333,A+
864010,825237,93,81,97,271,90.33333333333333,A+
864529,497802,98,93,95,286,95.33333333333333,A+
865086,90473,94,91,88,273,91.0,A+
865148,941710,93,96,86,275,91.66666666666667,A+
865466,487988,97,89,84,270,90.0,A+
865897,288479,88,95,98,281,93.66666666666667,A+
865996,51655,87,96,94,277,92.33333333333333,A+
866464,147072,94,100,84,278,92.66666666666667,A+
866537,115848,99,82,96,277,92.33333333333333,A+
866565,899847,100,84,90,274,91.33333333333333,A+
866957,328600,96,98,89,283,94.33333333333333,A+
867500,898557,100,86,92,278,92.66666666666667,A+
867856,371,96,88,100,284,94.66666666666667,A+
867954,125618,98,79,93,270,90.0,A+
867968,740629,90,95,88,273,91.0,A+
868025,479924,82,99,97,278,92.66666666666667,A+
868458,8691,98,98,89,285,95.0,A+
868499,506606,99,99,100,298,99.33333333333333,A+
868595,156421,92,95,94,281,93.66666666666667,A+
868699,250639,81,100,95,276,92.0,A+
869190,1044207,98,95,97,290,96.66666666666667,A+
869278,339415,94,93,86,273,91.0,A+
869705,618861,77,100,97,274,91.33333333333333,A+
869711,690494,98,85,96,279,93.0,A+
869833,613621,92,87,93,272,90.66666666666667,A+
869968,547974,98,100,98,296,98.66666666666667,A+
870873,936262,92,94,84,270,90.0,A+
871079,460488,100,95,100,295,98.33333333333333,A+
871200,288583,87,94,100,281,93.66666666666667,A+
871388,26508,93,81,99,273,91.0,A+
871903,945263,75,100,99,274,91.33333333333333,A+
872816,1024960,80,95,95,270,90.0,A+
873405,507914,88,89,95,272,90.66666666666667,A+
873582,777424,97,91,90,278,92.66666666666667,A+
873678,1006782,99,92,80,271,90.33333333333333,A+
873842,14690,89,99,98,286,95.33333333333333,A+
873881,340290,87,100,98,285,95.0,A+
874077,641972,85,96,95,276,92.0,A+
874525,199121,100,95,81,276,92.0,A+
874537,587067,96,96,86,278,92.66666666666667,A+
874656,133248,94,100,85,279,93.0,A+
874701,580219,87,97,87,271,90.33333333333333,A+
874866,412833,93,97,86,276,92.0,A+
875029,442328,91,95,88,274,91.33333333333333,A+
875048,478322,99,92,88,279,93.0,A+
875138,268511,88,94,96,278,92.66666666666667,A+
875242,830587,87,94,100,281,93.66666666666667,A+
875532,992426,90,91,93,274,91.33333333333333,A+
875616,222251,88,89,99,276,92.0,A+
875699,480352,100,97,100,297,99.0,A+
875787,1036881,99,99,79,277,92.33333333333333,A+
875798,612184,99,77,98,274,91.33333333333333,A+
876060,782976,97,92,95,284,94.66666666666667,A+
876472,1043534,96,87,92,275,91.66666666666667,A+
876540,440054,98,85,96,279,93.0,A+
877197,583191,88,100,96,284,94.66666666666667,A+
877444,396033,92,89,98,279,93.0,A+
877597,821904,97,96,93,286,95.33333333333333,A+
877800,113102,94,97,93,284,94.66666666666667,A+
877891,536161,96,89,90,275,91.66666666666667,A+
878409,188813,83,98,99,280,93.33333333333333,A+
878458,337392,95,94,94,283,94.33333333333333,A+
878513,746259,100,98,77,275,91.66666666666667,A+
878759,754599,99,96,81,276,92.0,A+
879039,148637,93,96,94,283,94.33333333333333,A+
879083,454960,98,85,90,273,91.0,A+
879378,623091,94,95,84,273,91.0,A+
879443,375226,92,89,100,281,93.66666666666667,A+
879472,180193,99,89,99,287,95.66666666666667,A+
880355,774251,98,94,97,289,96.33333333333333,A+
880535,827278,89,100,90,279,93.0,A+
880539,296403,87,94,93,274,91.33333333333333,A+
880620,330049,92,84,97,273,91.0,A+
880668,471584,99,92,88,279,93.0,A+
880822,418539,96,76,99,271,90.33333333333333,A+
881004,53049,87,95,93,275,91.66666666666667,A+
881455,727564,81,93,99,273,91.0,A+
881648,463752,96,82,95,273,91.0,A+
881946,533826,96,91,92,279,93.0,A+
882056,42368,79,100,95,274,91.33333333333333,A+
882093,781129,98,95,93,286,95.33333333333333,A+
882505,742029,99,93,84,276,92.0,A+
882717,461776,92,98,80,270,90.0,A+
882848,119424,95,100,85,280,93.33333333333333,A+
883010,778714,81,100,93,274,91.33333333333333,A+
883214,1019586,89,92,98,279,93.0,A+
883243,333332,100,80,90,270,90.0,A+
883555,342515,93,87,91,271,90.33333333333333,A+
883570,1011777,99,95,80,274,91.33333333333333,A+
883735,407,96,89,94,279,93.0,A+
883923,411922,85,100,85,270,90.0,A+
883934,570651,94,89,92,275,91.66666666666667,A+
884014,771628,81,100,93,274,91.33333333333333,A+
884164,50933,97,100,77,274,91.33333333333333,A+
884330,389203,95,99,95,289,96.33333333333333,A+
884644,593450,87,97,89,273,91.0,A+
884970,751451,98,90,82,270,90.0,A+
884976,237976,99,97,91,287,95.66666666666667,A+
885042,1031661,95,84,96,275,91.66666666666667,A+
885114,1013519,98,93,80,271,90.33333333333333,A+
885128,543040,80,100,91,271,90.33333333333333,A+
885275,892858,91,84,95,270,90.0,A+
885523,427734,91,93,100,284,94.66666666666667,A+
885789,35985,88,99,92,279,93.0,A+
885801,1002491,99,95,99,293,97.66666666666667,A+
885948,297522,95,91,98,284,94.66666666666667,A+
886082,134043,85,99,89,273,91.0,A+
886163,376510,83,88,100,271,90.33333333333333,A+
886293,445080,74,100,98,272,90.66666666666667,A+
886341,243803,91,100,90,281,93.66666666666667,A+
886998,384421,95,100,78,273,91.0,A+
887044,639288,86,100,98,284,94.66666666666667,A+
887055,164442,83,94,95,272,90.66666666666667,A+
887222,812090,96,93,82,271,90.33333333333333,A+
887255,715218,100,92,80,272,90.66666666666667,A+
887273,125080,95,100,91,286,95.33333333333333,A+
887762,556943,97,98,93,288,96.0,A+
887830,221321,99,94,78,271,90.33333333333333,A+
887913,505407,89,94,87,270,90.0,A+
888034,213325,99,92,95,286,95.33333333333333,A+
888036,236815,97,89,90,276,92.0,A+
889134,987756,91,97,98,286,95.33333333333333,A+
889602,975558,88,85,97,270,90.0,A+
889837,908333,93,92,92,277,92.33333333333333,A+
890037,751042,100,98,94,292,97.33333333333333,A+
890105,549080,96,91,86,273,91.0,A+
890309,553043,100,72,99,271,90.33333333333333,A+
890949,892283,95,99,76,270,90.0,A+
891040,105600,95,100,85,280,93.33333333333333,A+
891217,1027405,88,92,91,271,90.33333333333333,A+
891394,327798,97,99,87,283,94.33333333333333,A+
891505,597248,85,91,95,271,90.33333333333333,A+
891625,100520,91,85,97,273,91.0,A+
891721,282829,97,94,88,279,93.0,A+
891749,28269,89,99,100,288,96.0,A+
891755,544648,88,97,92,277,92.33333333333333,A+
892101,859843,94,91,100,285,95.0,A+
892114,936287,98,81,96,275,91.66666666666667,A+
892295,1026213,95,82,93,270,90.0,A+
892303,117730,99,80,92,271,90.33333333333333,A+
892690,302132,88,97,87,272,90.66666666666667,A+
892885,774324,99,96,85,280,93.33333333333333,A+
893035,619864,99,77,95,271,90.33333333333333,A+
893103,620964,95,96,91,282,94.0,A+
893177,427416,83,95,97,275,91.66666666666667,A+
893208,451261,90,91,89,270,90.0,A+
893770,947848,83,97,91,271,90.33333333333333,A+
893811,642284,100,84,96,280,93.33333333333333,A+
893946,668184,91,87,99,277,92.33333333333333,A+
893949,866574,100,81,98,279,93.0,A+
893973,557176,79,99,97,275,91.66666666666667,A+
894079,413097,90,84,99,273,91.0,A+
894223,582170,86,93,91,270,90.0,A+
894431,663023,84,97,91,272,90.66666666666667,A+
894472,719016,98,86,86,270,90.0,A+
894790,656431,94,97,84,275,91.66666666666667,A+
894895,584084,100,78,96,274,91.33333333333333,A+
895016,238802,81,98,93,272,90.66666666666667,A+
895251,561718,96,92,90,278,92.66666666666667,A+
895356,459118,83,99,100,282,94.0,A+
895357,87399,85,94,99,278,92.66666666666667,A+
895421,406890,99,85,86,270,90.0,A+
896149,441344,98,84,94,276,92.0,A+
896507,611977,84,89,99,272,90.66666666666667,A+
897092,543804,79,97,99,275,91.66666666666667,A+
897140,1041211,99,100,94,293,97.66666666666667,A+
897180,174280,81,89,100,270,90.0,A+
897469,620010,92,87,93,272,90.66666666666667,A+
898311,290014,87,93,93,273,91.0,A+
898469,180369,99,91,89,279,93.0,A+
898591,771347,97,88,96,281,93.66666666666667,A+
898601,23836,89,98,84,271,90.33333333333333,A+
898694,233428,89,94,96,279,93.0,A+
898748,82898,94,91,92,277,92.33333333333333,A+
899036,402764,98,79,95,272,90.66666666666667,A+
899232,91776,96,100,85,281,93.66666666666667,A+
899399,223682,88,89,93,270,90.0,A+
899419,65167,87,98,87,272,90.66666666666667,A+
899636,793479,96,89,86,271,90.33333333333333,A+
899718,603923,94,92,84,270,90.0,A+
900341,464326,100,94,78,272,90.66666666666667,A+
900571,245399,96,87,92,275,91.66666666666667,A+
900798,932673,94,99,82,275,91.66666666666667,A+
901088,494659,90,97,98,285,95.0,A+
901126,50444,97,100,81,278,92.66666666666667,A+
901350,594465,95,94,92,281,93.66666666666667,A+
901603,452123,96,78,97,271,90.33333333333333,A+
902177,621931,100,82,100,282,94.0,A+
902594,570370,94,87,100,281,93.66666666666667,A+
902834,195686,74,99,98,271,90.33333333333333,A+
902855,695385,84,99,100,283,94.33333333333333,A+
903258,312422,86,91,95,272,90.66666666666667,A+
903414,485855,89,91,93,273,91.0,A+
903494,192976,100,95,78,273,91.0,A+
903968,233287,89,93,100,282,94.0,A+
903992,386023,94,97,82,273,91.0,A+
904019,610234,85,91,99,275,91.66666666666667,A+
904236,36437,88,98,94,280,93.33333333333333,A+
904459,41298,98,100,96,294,98.0,A+
904632,181935,98,87,98,283,94.33333333333333,A+
904763,338285,92,82,99,273,91.0,A+
904960,711997,97,84,94,275,91.66666666666667,A+
905026,669626,93,96,92,281,93.66666666666667,A+
905242,579890,99,74,97,270,90.0,A+
905303,913530,99,84,94,277,92.33333333333333,A+
905766,1033061,88,92,98,278,92.66666666666667,A+
905834,826515,97,98,100,295,98.33333333333333,A+
906040,198247,100,95,91,286,95.33333333333333,A+
906186,695025,81,89,100,270,90.0,A+
906201,843750,87,96,93,276,92.0,A+
906327,592570,93,86,98,277,92.33333333333333,A+
906513,591562,78,99,97,274,91.33333333333333,A+
906750,205541,99,93,95,287,95.66666666666667,A+
906761,645561,99,80,92,271,90.33333333333333,A+
906790,133798,100,88,86,274,91.33333333333333,A+
906973,766908,96,84,100,280,93.33333333333333,A+
907199,537213,89,97,92,278,92.66666666666667,A+
907298,213105,81,94,97,272,90.66666666666667,A+
907424,77952,96,99,85,280,93.33333333333333,A+
907577,232412,96,86,88,270,90.0,A+
907739,746071,97,87,88,272,90.66666666666667,A+
907807,547155,87,92,99,278,92.66666666666667,A+
907861,62300,94,89,98,281,93.66666666666667,A+
907971,830457,97,97,80,274,91.33333333333333,A+
908168,857439,95,95,95,285,95.0,A+
908172,752643,91,99,80,270,90.0,A+
908267,315216,94,87,91,272,90.66666666666667,A+
908382,746291,99,95,91,285,95.0,A+
909044,960835,83,97,95,275,91.66666666666667,A+
909163,774600,98,94,97,289,96.33333333333333,A+
909214,397463,76,99,96,271,90.33333333333333,A+
909303,202117,99,90,84,273,91.0,A+
909539,440971,100,93,99,292,97.33333333333333,A+
909581,435199,82,94,97,273,91.0,A+
909649,1046989,88,92,100,280,93.33333333333333,A+
909748,653919,94,98,97,289,96.33333333333333,A+
909942,300567,97,97,95,289,96.33333333333333,A+
910050,657196,93,94,92,279,93.0,A+
910222,48379,88,100,98,286,95.33333333333333,A+
910295,456819,99,92,91,282,94.0,A+
910352,430418,90,90,98,278,92.66666666666667,A+
910511,1044452,98,95,95,288,96.0,A+
910570,1036442,72,99,100,271,90.33333333333333,A+
910958,698736,91,93,100,284,94.66666666666667,A+
911094,645182,92,90,100,282,94.0,A+
911248,619882,95,97,97,289,96.33333333333333,A+
911346,197226,98,87,86,271,90.33333333333333,A+
911370,333797,87,100,96,283,94.33333333333333,A+
911384,810220,100,71,99,270,90.0,A+
911528,954617,98,84,100,282,94.0,A+
912083,206067,100,95,85,280,93.33333333333333,A+
912175,376204,92,89,91,272,90.66666666666667,A+
912412,197856,91,94,100,285,95.0,A+
912534,953712,99,86,96,281,93.66666666666667,A+
912551,488936,91,98,84,273,91.0,A+
912612,416527,91,91,89,271,90.33333333333333,A+
912701,691618,92,96,86,274,91.33333333333333,A+
913043,826062,98,99,98,295,98.33333333333333,A+
913361,340278,100,79,94,273,91.0,A+
913649,1041639,94,79,97,270,90.0,A+
913736,421932,98,82,96,276,92.0,A+
913945,973962,98,88,90,276,92.0,A+
914055,418422,94,99,84,277,92.33333333333333,A+
914299,809504,88,96,89,273,91.0,A+
914438,639819,95,100,85,280,93.33333333333333,A+
914525,947604,83,97,93,273,91.0,A+
914600,627898,92,86,95,273,91.0,A+
914627,613529,95,97,91,283,94.33333333333333,A+
914886,571000,94,88,92,274,91.33333333333333,A+
915141,645219,92,91,94,277,92.33333333333333,A+
915151,622358,94,95,90,279,93.0,A+
915274,557769,79,98,95,272,90.66666666666667,A+
915389,682570,99,85,100,284,94.66666666666667,A+
915442,872297,76,94,100,270,90.0,A+
915575,426573,89,85,99,273,91.0,A+
915616,64128,97,99,85,281,93.66666666666667,A+
915665,260806,98,97,81,276,92.0,A+
915722,671669,89,82,99,270,90.0,A+
916013,861585,93,88,100,281,93.66666666666667,A+
916414,817105,93,83,97,273,91.0,A+
916665,702612,83,99,95,277,92.33333333333333,A+
916688,495246,81,97,99,277,92.33333333333333,A+
916689,753413,99,96,85,280,93.33333333333333,A+
916723,477380,99,93,91,283,94.33333333333333,A+
916959,380783,93,94,84,271,90.33333333333333,A+
916960,656291,93,96,88,277,92.33333333333333,A+
917752,58803,93,84,99,276,92.0,A+
917797,251977,99,99,81,279,93.0,A+
918685,216217,97,88,96,281,93.66666666666667,A+
918700,1014908,97,87,100,284,94.66666666666667,A+
918739,155027,93,97,94,284,94.66666666666667,A+
918851,632929,92,90,89,271,90.33333333333333,A+
919127,217819,97,85,100,282,94.0,A+
919329,217243,100,99,81,280,93.33333333333333,A+
919544,562147,98,99,98,295,98.33333333333333,A+
919704,236821,91,100,92,283,94.33333333333333,A+
919808,682845,90,87,95,272,90.66666666666667,A+
919856,848556,100,76,100,276,92.0,A+
919991,585600,96,96,99,291,97.0,A+
920154,759302,97,87,90,274,91.33333333333333,A+
920456,762975,98,94,78,270,90.0,A+
920512,580281,78,95,98,271,90.33333333333333,A+
920567,824900,95,91,96,282,94.0,A+
920687,637760,95,100,99,294,98.0,A+
920797,956188,98,83,90,271,90.33333333333333,A+
920806,170978,92,95,88,275,91.66666666666667,A+
921319,905643,85,96,97,278,92.66666666666667,A+
921773,348410,99,78,93,270,90.0,A+
921926,668751,85,100,85,270,90.0,A+
922123,807713,86,87,97,270,90.0,A+
922459,1007406,82,100,97,279,93.0,A+
922505,597009,94,90,94,278,92.66666666666667,A+
922673,425564,75,98,98,271,90.33333333333333,A+
922851,80844,95,95,86,276,92.0,A+
923271,966325,93,100,88,281,93.66666666666667,A+
923808,50304,97,99,85,281,93.66666666666667,A+
923854,780286,89,96,100,285,95.0,A+
924204,361653,86,99,100,285,95.0,A+
924303,716338,92,99,90,281,93.66666666666667,A+
924431,437370,99,89,99,287,95.66666666666667,A+
924666,385944,100,84,92,276,92.0,A+
924876,440231,83,98,91,272,90.66666666666667,A+
924929,43481,94,87,98,279,93.0,A+
925161,564695,98,100,79,277,92.33333333333333,A+
925225,195483,83,100,91,274,91.33333333333333,A+
